time,x,y,z,heading
1718962579.6833143,-2.458332512150419,95.33142896736311,0.0,-173.00590925567437
1718962579.7235236,-2.458332512150419,95.33142896736311,0.0,-173.00590925567437
1718962579.7637599,-2.458332512150419,95.33142896736311,0.0,-173.00590925567437
1718962579.8039691,-2.458332512150419,95.33142896736311,0.0,-173.00590925567437
1718962579.8442082,-2.458332512150419,95.33142896736311,0.0,-173.00590925567437
1718962579.884456,-2.458332512150419,95.33142896736311,0.0,-173.00590925567437
1718962579.9247005,-2.458332512150419,95.33142896736311,0.0,-173.00590925567437
1718962579.9650216,-2.458332512150419,95.33142896736311,0.0,-173.00590925567437
1718962580.0059164,-2.458332512150419,95.33142896736311,0.0,-173.00590925567437
1718962580.0464349,-2.458332512150419,95.33142896736311,0.0,-173.00590925567437
1718962580.0865934,-2.458332512150419,95.33142896736311,0.0,-173.00590925567437
1718962580.126869,-2.458332512150419,95.33142896736311,0.0,-173.00590925567437
1718962580.1671705,-2.458332512150419,95.33142896736311,0.0,-173.00590925567437
1718962580.2074115,-2.458332512150419,95.33142896736311,0.0,-173.00590925567437
1718962580.247769,-2.458332512150419,95.33142896736311,0.0,-173.00590925567437
1718962580.2880354,-2.458332512150419,95.33142896736311,0.0,-173.00590925567437
1718962580.3081565,-2.458332512150419,95.33142896736311,0.0,-173.00590925567437
1718962580.3485842,-2.458332512150419,95.33142896736311,0.0,-173.00590925567437
1718962580.388812,-2.458332512150419,95.33142896736311,0.0,-173.00590925567437
1718962580.4292212,-2.458332512150419,95.33142896736311,0.0,-173.00590925567437
1718962580.469581,-2.458332512150419,95.33142896736311,0.0,-173.00590925567437
1718962580.5099728,-2.458332512150419,95.33142896736311,0.0,-173.00590925567437
1718962580.5503194,-2.458332512150419,95.33142896736311,0.0,-173.00590925567437
1718962580.5907483,-2.458332512150419,95.33142896736311,0.0,-173.00590925567437
1718962580.6311908,-2.458332512150419,95.33142896736311,0.0,-173.00590925567437
1718962580.671434,-2.458332512150419,95.33142896736311,0.0,-173.00590925567437
1718962580.7116508,-2.458332512150419,95.33142896736311,0.0,-173.00590925567437
1718962580.7519042,-2.458332512150419,95.33142896736311,0.0,-173.00590925567437
1718962580.7922816,-2.458332512150419,95.33142896736311,0.0,-173.00590925567437
1718962580.8325284,-2.458332512150419,95.33142896736311,0.0,-173.00590925567437
1718962580.872778,-2.458332512150419,95.33142896736311,0.0,-173.00590925567437
1718962580.9132414,-2.458332512150419,95.33142896736311,0.0,-173.00590925567437
1718962580.9535344,-2.458332512150419,95.33142896736311,0.0,-173.00590925567437
1718962580.9937637,-2.458332512150419,95.33142896736311,0.0,-173.00590925567437
1718962581.034217,-2.458332512150419,95.33142896736311,0.0,-173.00590925567437
1718962581.0744612,-2.458332512150419,95.33142896736311,0.0,-173.00590925567437
1718962581.1147106,-2.458332512150419,95.33142896736311,0.0,-173.00590925567437
1718962581.1550107,-2.458332512150419,95.33142896736311,0.0,-173.00590925567437
1718962581.1952355,-2.458332512150419,95.33142896736311,0.0,-173.00590925567437
1718962581.2354796,-2.458332512150419,95.33142896736311,0.0,-173.00590925567437
1718962581.2757502,-2.458332512150419,95.33142896736311,0.0,-173.00590925567437
1718962581.315994,-2.458332512150419,95.33142896736311,0.0,-173.00590925567437
1718962581.3562338,-2.458332512150419,95.33142896736311,0.0,-173.00590925567437
1718962581.3965921,-2.458332512150419,95.33142896736311,0.0,-173.00590925567437
1718962581.4368315,-2.458332512150419,95.33142896736311,0.0,-173.00590925567437
1718962581.4770563,-2.458332512150419,95.33142896736311,0.0,-173.00590925567437
1718962581.517423,-2.458332512150419,95.33142896736311,0.0,-173.00590925567437
1718962581.5576684,-2.458332512150419,95.33142896736311,0.0,-173.00590925567437
1718962581.598137,-2.458332512150419,95.33142896736311,0.0,-173.00590925567437
1718962581.6383767,-2.458332512150419,95.33142896736311,0.0,-173.00590925567437
1718962581.678684,-2.458332512150419,95.33142896736311,0.0,-173.00590925567437
1718962581.718927,-2.458332512150419,95.33142896736311,0.0,-173.00590925567437
1718962581.7591543,-2.458332512150419,95.33142896736311,0.0,-173.00590925567437
1718962581.799363,-2.458332512150419,95.33142896736311,0.0,-173.00590925567437
1718962581.8396077,-2.458332512150419,95.33142896736311,0.0,-173.00590925567437
1718962581.8798509,-2.458332512150419,95.33142896736311,0.0,-173.00590925567437
1718962581.9200723,-2.458332512150419,95.33142896736311,0.0,-173.00590925567437
1718962581.9603038,-2.458332512150419,95.33142896736311,0.0,-173.00590925567437
1718962582.0005407,-2.458332512150419,95.33142896736311,0.0,-173.00590925567437
1718962582.040931,-2.458332512150419,95.33142896736311,0.0,-173.00590925567437
1718962582.081158,-2.458332512150419,95.33142896736311,0.0,-173.00590925567437
1718962582.1214101,-2.458332512150419,95.33142896736311,0.0,-173.00590925567437
1718962582.1617868,-2.458332512150419,95.33142896736311,0.0,-173.00590925567437
1718962582.2026415,-2.458332512150419,95.33142896736311,0.0,-173.00590925567437
1718962582.2428927,-2.458332512150419,95.33142896736311,0.0,-173.00590925567437
1718962582.2830775,-2.458332512150419,95.33142896736311,0.0,-173.00590925567437
1718962582.3232899,-2.458332512150419,95.33142896736311,0.0,-173.00590925567437
1718962582.363516,-2.458332512150419,95.33142896736311,0.0,-173.00590925567437
1718962582.4037585,-2.458332512150419,95.33142896736311,0.0,-173.00590925567437
1718962582.4439979,-2.458332512150419,95.33142896736311,0.0,-173.00590925567437
